ID,Publication type,Reporting date 1,Reporting date 2,Abstract OR Description (English),Date of acceptance,Addresses,Altmetric attention score,File(s) confidential,Associated identifiers,Author's licence,Authors OR Creators / Principal investigators OR Author,Associated URL OR Author URL,Collections,Confidential,File(s) confidentiality reason,DOI,Edition,Editors OR Supervisors,eISSN,File(s) embargo release date,External identifiers,Field citation ratio,Date submitted,Conference finish date OR Finish date OR End date,Funding acknowledgements,Data availability statement present,ISBN-10,ISBN-13,Is compliant with institutional policy,File(s) embargoed,Open access,ISSN,Issue,Journal OR Published proceedings,Keywords,Language,Country OR Conference place OR Location,Medium,Name of conference OR Presented at,Notes,Article number OR Chapter number,Number of chapters in book OR Number of pieces,OA location file version,OA location URL,Online publication date,Open access status,Pagination (start page),Pagination (end page),Pagination (page count),Preprint server OR Book title OR Repository,PII,Place of publication,Preprint for,Publication date,Status,Public URL,Publisher,Publisher licence,Publisher URL,Record created at source,Record made publicly available,Relative citation ratio,Availability,Series,Conference start date OR Start date,Thesis type,Title OR Title (English),Sub types,Version,Volume,Abstract (English),Abstract (Swedish),Description (Swedish),Alternate title,Sub type,Author name when published,Publication URL of author version,Brief summary (English),Brief summary (Swedish),Sub type,Contributors,Co-supervisors,Data contain other protected information,Data contain personal data,Data format,Licence,Defence date,Rights,Handle (PID),Has KI contributor OR Is KI thesis,KI department,KI department,KI OA type,KI research group,Language,Level of accessibility,Number of individuals / objects,Number of variables,Peer reviewed,Population (English),Population (Swedish),Genre,Related identifiers,Version in KI Open Archive,Study design,Main supervisor,Number of supporting papers,Thesis type,Title (Swedish),Web of Science accession number,Citation count,Indexed in DOAJ,DOAJ CC Licence,Files in KI Open Archive,KI Open Archive public URL,Deposited to KI Open Archive,Item status in KI Open Archive,Proprietary ID,Source,Canonical journal title
900853,Preprint,02/01/2025,,"<p>The cross-lagged panel network (CLPN) model is a version of the classic cross-lagged panel model (CLPM). The CLPN can be used to model a large number of cross-lagged effects between nodes (such as symptoms of ill health) across two waves of measurement. In spite of a robust debate about the pitfalls of using correlational data to infer causality, researchers using the CLPN often interpret findings in causal terms. We show with simulations that CLPN can indicate cross-lagged effects even if data have been generated without any direct effects between nodes/symptoms. Hence, findings from CLPN:s may be spurious and should not be interpreted in causal terms if used to model non-experimental data. We have previously proposed a method of triangulation to scrutinize findings from the CLPM. Triangulation can also be used to reduce the false-positive risk when using the CLPN. We show by reanalysis of data from a previous study how triangulation can be applied, finding that positive cross-lagged effects between some symptoms of depression and anxiety probably were spurious, rather than due to genuine increasing effects, as alternative models indicated simultaneous and paradoxical increasing and decreasing effects.</p>",,,,,,,"Sorjonen K, Melin B, Nilsonne G",,,,,10.31234/osf.io/j3k68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center for Open Science,,,crossref-article-id:10.1016/j.actpsy.2025.105562,2025-01-02,Published,,,,https://doi.org/10.31234/osf.io/j3k68,2025-09-12,,,,,,,Cross-lagged network models do not prove causality: Results from simulations and analyses of symptoms of depression and anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,10.31234/osf.io/j3k68,Crossref,
1045967,Journal article,01/01/2025,,"<h4>Background: </h4> The potential for intellectual property (IP) and open science (OS) to be used together for knowledge valorisation is increasingly discussed within research policy, yet their practical alignment remains limited. While researchers and research managers often regard IP and OS as potentially complementary, uncertainty persists about how to integrate them effectively in real-world contexts. Methods To explore current perceptions and practices, a cross-sectional online survey was conducted, yielding 177 valid responses from individuals involved in research and research management across a range of research-performing organisations, primarily within Europe. Results Although respondents were generally optimistic about the possibility of combining IP and OS, concrete examples of successful synergy remain rare. A lack of clear institutional guidance, limited awareness of open licensing mechanisms, and uncertainty about concurrent implementation were identified as key barriers. In collaborative projects, especially those involving multiple partners, differing objectives further complicate efforts to coordinate IP and OS strategies. National differences in legal frameworks across EU member states were also seen as an obstacle to synergy. The roles of knowledge transfer offices and OS ambassadors were highlighted as particularly important for supporting researchers in navigating complex decisions about licensing and compliance. However, sustained engagement with these actors remains inconsistent. Conclusions To enable greater complementarity between IP and OS, early agreement on approaches within project management is essential. Researchers would benefit from targeted training to enhance understanding of open licensing tools and practical considerations. In addition, policy measures such as recognising OS contributions in academic career evaluation and introducing grace periods for patent filing could provide valuable support. These steps may assist institutions in managing the balance between openness and protection more effectively, encouraging broader and more confident application of both frameworks in practice. The study’s findings should be interpreted with caution due to the small, purposive sample and potential response bias, which may limit generalisability.",,,,,,,"Sharma G, Fritz C, Baccigotti A, Stoev P, Alavi M, Škorić L, Papadopoulou Skarp F, Priess-Buchheit J, Nilsonne G",,,,,10.12688/openreseurope.20782.1,,,,,,,,,Horizon Europe Framework Programme,,,,,,No,,,,,,,,,,,,,,,,,,,Open Res Europe,,,,2025,Published,,,CC BY,,2025-08-08,,,,,,,Stakeholders’ perceptions of the synergy between intellectual property and open science: A cross-sectional survey,Preprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,CC BY,0,,No,Not deposited,PPR:PPR1063969,Europe PubMed Central,Open Research Europe
1045967,Journal article,01/01/2025,,"Background The potential for intellectual property (IP) and open science (OS) to be used together for knowledge valorisation is increasingly discussed within research policy, yet their practical alignment remains limited. While researchers and research managers often regard IP and OS as potentially complementary, uncertainty persists about how to integrate them effectively in real-world contexts. Methods To explore current perceptions and practices, a cross-sectional online survey was conducted, yielding 177 valid responses from individuals involved in research and research management across a range of research-performing organisations, primarily within Europe. Results Although respondents were generally optimistic about the possibility of combining IP and OS, concrete examples of successful synergy remain rare. A lack of clear institutional guidance, limited awareness of open licensing mechanisms, and uncertainty about concurrent implementation were identified as key barriers. In collaborative projects, especially those involving multiple partners, differing objectives further complicate efforts to coordinate IP and OS strategies. National differences in legal frameworks across EU member states were also seen as an obstacle to synergy. The roles of knowledge transfer offices and OS ambassadors were highlighted as particularly important for supporting researchers in navigating complex decisions about licensing and compliance. However, sustained engagement with these actors remains inconsistent. Conclusions To enable greater complementarity between IP and OS, early agreement on approaches within project management is essential. Researchers would benefit from targeted training to enhance understanding of open licensing tools and practical considerations. In addition, policy measures such as recognising OS contributions in academic career evaluation and introducing grace periods for patent filing could provide valuable support. These steps may assist institutions in managing the balance between openness and protection more effectively, encouraging broader and more confident application of both frameworks in practice. The study’s findings should be interpreted with caution due to the small, purposive sample and potential response bias, which may limit generalisability.",,,,,,,"Sharma G, Fritz C, Baccigotti A, Stoev P, Alavi M, Škorić L, Papadopoulou Skarp F, Priess-Buchheit J, Nilsonne G",,,,,10.12688/openreseurope.20782.1,,,,,,,,,,,,,,,,2732-5121,,Open Research Europe,"48 Law and Legal Studies, 4806 Private Law and Civil Obligations, 8.3 Policy, ethics, and research governance",,,,,,,,,,2025-08-07,Gold OA,229,,,,,,,,,,F1000Research,,,2025-08-09,,,,,,,Stakeholders’ perceptions of the synergy between intellectual property and open science: A cross-sectional survey,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,CC BY,0,,No,Not deposited,pub.1191563985,Dimensions,Open Research Europe
1045967,Journal article,01/01/2025,,"<ns3:p>Background The potential for intellectual property (IP) and open science (OS) to be used together for knowledge valorisation is increasingly discussed within research policy, yet their practical alignment remains limited. While researchers and research managers often regard IP and OS as potentially complementary, uncertainty persists about how to integrate them effectively in real-world contexts. Methods To explore current perceptions and practices, a cross-sectional online survey was conducted, yielding 177 valid responses from individuals involved in research and research management across a range of research-performing organisations, primarily within Europe. Results Although respondents were generally optimistic about the possibility of combining IP and OS, concrete examples of successful synergy remain rare. A lack of clear institutional guidance, limited awareness of open licensing mechanisms, and uncertainty about concurrent implementation were identified as key barriers. In collaborative projects, especially those involving multiple partners, differing objectives further complicate efforts to coordinate IP and OS strategies. National differences in legal frameworks across EU member states were also seen as an obstacle to synergy. The roles of knowledge transfer offices and OS ambassadors were highlighted as particularly important for supporting researchers in navigating complex decisions about licensing and compliance. However, sustained engagement with these actors remains inconsistent. Conclusions To enable greater complementarity between IP and OS, early agreement on approaches within project management is essential. Researchers would benefit from targeted training to enhance understanding of open licensing tools and practical considerations. In addition, policy measures such as recognising OS contributions in academic career evaluation and introducing grace periods for patent filing could provide valuable support. These steps may assist institutions in managing the balance between openness and protection more effectively, encouraging broader and more confident application of both frameworks in practice. The study’s findings should be interpreted with caution due to the small, purposive sample and potential response bias, which may limit generalisability.</ns3:p>",,,,,,,"Sharma G, Fritz C, Baccigotti A, Stoev P, Alavi M, Škorić L, Papadopoulou Skarp F, Priess-Buchheit J, Nilsonne G",,,,,10.12688/openreseurope.20782.1,,,2732-5121,,,,,,Horizon Europe Framework Programme,,,,,,,,,Open Research Europe,,en,,,,,,,,,2025-08-07,,229,229,,,,,,,Published online,,F1000 Research Ltd,,https://doi.org/10.12688/openreseurope.20782.1,2025-09-10,,,,,,,Stakeholders’ perceptions of the synergy between intellectual property and open science: A cross-sectional survey,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,CC BY,0,,No,Not deposited,10.12688/openreseurope.20782.1,Crossref,Open Research Europe
893613,Journal article,02/12/2024,,,,,,,,,"Lindberg O, Li T-Q, Lind C, Vestberg S, Almkvist O, Stiernstedt M, Ericson A, Bogdanovic N, Hansson O, Harper L, Westman E, Graff C, Tsevis T, Mannfolk P, Fischer H, Nilsonne G, Petrovic P, Nyberg L, Wahlund L-O, Santillo AF",https://www.ncbi.nlm.nih.gov/pubmed/39625726,,,,10.1001/jamanetworkopen.2024.48601,,,2574-3805,,pmc:PMC11615710,,,,,,,,,,,,12,JAMA Netw Open,,eng,United States,,,,,,,,,,e2448601,,,,2827334,,,2024-12-02,Published online,,,,,,,,,,,,Altered Empathy Processing in Frontotemporal Dementia.,Journal Article,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"CC BY, CC BY-NC-ND",0,,No,Not deposited,39625726,PubMed,JAMA NETWORK OPEN
893613,Journal article,02/12/2024,,,,"Division of Clinical Geriatrics, Centre for Alzheimer Research, Department of Neurobiology, Care Sciences and Society, Karolinska Institute, Stockholm, Sweden.",,,,,"Lindberg O, Li T-Q, Lind C, Vestberg S, Almkvist O, Stiernstedt M, Ericson A, Bogdanovic N, Hansson O, Harper L",,,,,10.1001/jamanetworkopen.2024.48601,,,2574-3805,,"pubmed:39625726, pmc:PMC11615710",,,,,,,,,,Yes,2574-3805,12,JAMA network open,,eng,,Electronic,,,,,,,2024-12-02,Open Access,e2448601,,,,,,,2024-12,Published,,,CC BY,,2024-12-03,,,,,,,Altered Empathy Processing in Frontotemporal Dementia.,"research-article, Journal Article",,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"CC BY, CC BY-NC-ND",0,,No,Not deposited,MED:39625726,Europe PubMed Central,JAMA NETWORK OPEN
893613,Journal article,02/12/2024,,,,,,,,,"Lindberg O, Li T-Q, Lind C, Vestberg S, Almkvist O, Stiernstedt M, Ericson A, Bogdanovic N, Hansson O, Harper L",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=kielementsprod&SrcAuth=WosAPI&KeyUT=WOS:001373803800011&DestLinkType=FullRecord&DestApp=WOS_CPL,,,,10.1001/jamanetworkopen.2024.48601,,,,,pubmed:39625726,,,,,,,,,,,2574-3805,12,JAMA NETWORK OPEN,,,,,,,e2448601,,,,,,,,5,,,,,2024-12-03,Published,,,,,,,,,,,,Altered Empathy Processing in Frontotemporal Dementia,Letter,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"CC BY, CC BY-NC-ND",0,,No,Not deposited,WOS:001373803800011,Web of Science (Starter),JAMA NETWORK OPEN
893613,Journal article,02/12/2024,,<p>This case-control study examines differences in empathetic response of patients experiencing behavioral variant frontotemporal dementia using functional magnetic resonance imaging.</p>,,,238,,"dimensions-grant-id:grant.13580748, dimensions-grant-id:grant.13284200, dimensions-grant-id:grant.7113480, dimensions-grant-id:grant.8835279",,"Lindberg O, Li T-Q, Lind C, Vestberg S, Almkvist O, Stiernstedt M, Ericson A, Bogdanovic N, Hansson O, Harper L",,,,,10.1001/jamanetworkopen.2024.48601,,,,,"pubmed:39625726, pmc:PMC11615710",,,,"Alzheimerfonden, Hjärnfonden, Knut and Alice Wallenberg Foundation, Cure Alzheimer’s Fund, Parkinson's Foundation, Swedish Research Council, Karolinska Institutet, National Institute on Aging, Alzheimer's Association, Government of Sweden",,,,,,,2574-3805,12,JAMA Network Open,"42 Health Sciences, Alzheimer's Disease Related Dementias (ADRD), Acquired Cognitive Impairment, Frontotemporal Dementia (FTD), Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD), Aging, Brain Disorders, Clinical Research, Biomedical Imaging, Dementia, Rare Diseases, Alzheimer's Disease, Neurodegenerative, Neurosciences, Behavioral and Social Science, Neurological",,,,,,,,,,2024-12-03,Gold OA,e2448601,,,,,,,2024-12-02,,,American Medical Association (AMA),,,2024-11-30,,,,,,,Altered Empathy Processing in Frontotemporal Dementia,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"CC BY, CC BY-NC-ND",0,,No,Not deposited,pub.1182838805,Dimensions,JAMA NETWORK OPEN
893613,Journal article,02/12/2024,,<jats:p>This case-control study examines differences in empathetic response of patients experiencing behavioral variant frontotemporal dementia using functional magnetic resonance imaging.</jats:p>,,,,,,,"Lindberg O, Li T-Q, Lind C, Vestberg S, Almkvist O, Stiernstedt M, Ericson A, Bogdanovic N, Hansson O, Harper L",,,,,10.1001/jamanetworkopen.2024.48601,,,2574-3805,,,,,,,,,,,,,,12,JAMA Network Open,,en,,,,,,,,,2024-12-03,,e2448601,e2448601,,,,,,,Published online,,American Medical Association (AMA),,https://doi.org/10.1001/jamanetworkopen.2024.48601,2024-12-03,,,,,,,Altered Empathy Processing in Frontotemporal Dementia,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"CC BY, CC BY-NC-ND",0,,No,Not deposited,10.1001/jamanetworkopen.2024.48601,Crossref,JAMA NETWORK OPEN
893613,Journal article,02/12/2024,,,,"Karolinska Institutet, Sweden, Lund University, Sweden, Stockholm University, Sweden, Umeå University, Sweden",,,,,"Graff C, Westman E, Nilsonne G, Fischer H, Wahlund L-O, Bogdanovic N, Lindberg O, Almkvist O, Petrovic P, tsevis T",https://www.ncbi.nlm.nih.gov/pubmed/39625726,,,,,,,,,pubmed:39625726,,,,,,,,,,,,,,"Department of Clinical Neuroscience (CNS), Department of Neurobiology, Care Sciences and Society (NVS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letter,,,,,,,,,,,,,,,Yes,,,Gold,,,,,,Peer reviewed,,,,,,,,,,,WOS:001373803800011,,Yes,"CC BY, CC BY-NC-ND",0,,No,Not deposited,160450502,KI Bibliometrics,JAMA NETWORK OPEN
895464,Preprint,28/11/2024,,"<p>There is a debate about statistical models for analyzing longitudinal data. Models based on cross-lagged effects may give false positive results under certain conditions. We have proposed a triangulation method where cross-lagged effects of a predictor (X) on a subsequent score on an outcome (Y2) when adjusting for a prior score (Y1) are scrutinized by estimating a reversed effect of X on Y1 when adjusting for Y2 and an effect of X on the Y2-Y1 difference. Lucas et al. (2024) conducted simulations and reported that our triangulation method may flag genuine causal effects of X on Y2 when adjusting for Y1 as spurious and concluded that the triangulation method is not valid. Here we respond to this criticism. We show that the simulations and conclusions by Lucas et al. are focused on the ability of the test to avoid type II errors. Here we complement this view with a discussion about type I errors. Further, we show that the criticism by Lucas et al. appears to be founded on a view that causality is best analyzed as an adjusted between-individual difference. We argue that causality is best assumed to operate, and to be analyzed, within rather than between individuals. Therefore, we continue to claim that our triangulation method may be a useful tool to scrutinize causal claims based on adjusted cross-lagged effects.</p>",,,1,,,,"Sorjonen K, Nilsonne G, Melin B",,,,,10.31234/osf.io/6dq2j,,,,,,0,,,,,,,,,,,,,"4202 Epidemiology, 42 Health Sciences",,,,,,,,,,2024-11-28,Green OA,,,,PsyArXiv,,,,,,,Center for Open Science,,,2024-11-30,,,,,,,Triangulation can be useful depending on what you wish to achieve: A reply to Lucas et al. (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,pub.1182858199,Dimensions,
895464,Preprint,28/11/2024,,"<p>There is a debate about statistical models for analyzing longitudinal data. Models based on cross-lagged effects may give false positive results under certain conditions. We have proposed a triangulation method where cross-lagged effects of a predictor (X) on a subsequent score on an outcome (Y2) when adjusting for a prior score (Y1) are scrutinized by estimating a reversed effect of X on Y1 when adjusting for Y2 and an effect of X on the Y2-Y1 difference. Lucas et al. (2024) conducted simulations and reported that our triangulation method may flag genuine causal effects of X on Y2 when adjusting for Y1 as spurious and concluded that the triangulation method is not valid. Here we respond to this criticism. We show that the simulations and conclusions by Lucas et al. are focused on the ability of the test to avoid type II errors. Here we complement this view with a discussion about type I errors. Further, we show that the criticism by Lucas et al. appears to be founded on a view that causality is best analyzed as an adjusted between-individual difference. We argue that causality is best assumed to operate, and to be analyzed, within rather than between individuals. Therefore, we continue to claim that our triangulation method may be a useful tool to scrutinize causal claims based on adjusted cross-lagged effects.</p>",,,,,,,"Sorjonen K, Nilsonne G, Melin B",,,,,10.31234/osf.io/6dq2j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center for Open Science,,,,2024-11-28,Published,,,,https://doi.org/10.31234/osf.io/6dq2j,2024-12-02,,,,,,,Triangulation can be useful depending on what you wish to achieve: A reply to Lucas et al. (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,10.31234/osf.io/6dq2j,Crossref,
896128,Preprint,22/11/2024,,"<p>Marsh et al. (2024) recently reported associations between academic achievement and self-concept (i.e., self-perceived academic competence). Marsh et al. claimed that their analyses supported a reciprocal effects model, according to which academic achievement and self-concept reinforce one another. Marsh et al. (2024) further recommended to test alternative models and juxtapose their results and interpretations. Here, we followed this recommendation and tested different models using data simulated to resemble the data they used. However, contrary to Marsh et al. (2024), in the present analyses we found contradictory positive, negative, and null effects between within-individual math self-concept and subsequent change in within-individual math achievement and vice versa. This suggests that the findings by Marsh et al. (2024) may have been spurious and that the reciprocal effects model can be challenged.</p>",,,,,,,"Sorjonen K, Melin B, Nilsonne G",,,,,10.31234/osf.io/3cjtr,,,,,,0.63,,,,,,,,,,,,,"52 Psychology, 39 Education, 5201 Applied and Developmental Psychology",,,,,,,,,,2024-11-22,Green OA,,,,PsyArXiv,,,,,,,Center for Open Science,,,2024-12-04,,,,,,,Inconclusive evidence for a prospective effect of academic self-concept on achievement: A simulated reanalysis and comment on Marsh et al. (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,pub.1182974069,Dimensions,
896128,Preprint,22/11/2024,,"<p>Marsh et al. (2024) recently reported associations between academic achievement and self-concept (i.e., self-perceived academic competence). Marsh et al. claimed that their analyses supported a reciprocal effects model, according to which academic achievement and self-concept reinforce one another. Marsh et al. (2024) further recommended to test alternative models and juxtapose their results and interpretations. Here, we followed this recommendation and tested different models using data simulated to resemble the data they used. However, contrary to Marsh et al. (2024), in the present analyses we found contradictory positive, negative, and null effects between within-individual math self-concept and subsequent change in within-individual math achievement and vice versa. This suggests that the findings by Marsh et al. (2024) may have been spurious and that the reciprocal effects model can be challenged.</p>",,,,,,,"Sorjonen K, Melin B, Nilsonne G",,,,,10.31234/osf.io/3cjtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center for Open Science,,,,2024-11-22,Published,,,,https://doi.org/10.31234/osf.io/3cjtr,2024-12-02,,,,,,,Inconclusive evidence for a prospective effect of academic self-concept on achievement: A simulated reanalysis and comment on Marsh et al. (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,10.31234/osf.io/3cjtr,Crossref,
1025438,Preprint,22/11/2024,,"<p>Marsh et al. (2024) recently reported associations between academic achievement and self-concept (i.e., self-perceived academic competence). Marsh et al. claimed that their analyses supported a reciprocal effects model, according to which academic achievement and self-concept reinforce one another. Marsh et al. (2024) further recommended to test alternative models and juxtapose their results and interpretations. Here, we followed this recommendation and tested different models using data simulated to resemble the data they used. However, contrary to Marsh et al. (2024), in the present analyses we found contradictory positive, negative, and null effects between within-individual math self-concept and subsequent change in within-individual math achievement and vice versa. This suggests that the findings by Marsh et al. (2024) may have been spurious and that the reciprocal effects model can be challenged.</p>",,,,,,,"Sorjonen K, Melin B, Nilsonne G",,,,,10.31234/osf.io/3cjtr_v1,,,,,,0,,,,,,,,,,,,,"52 Psychology, 39 Education, 5201 Applied and Developmental Psychology",,,,,,,,,,2024-11-22,Green OA,,,,PsyArXiv,,,doi:10.1007/s10648-025-10008-4,,,,Center for Open Science,,,2025-03-31,,,,,,,Inconclusive evidence for a prospective effect of academic self-concept on achievement: A simulated reanalysis and comment on Marsh et al. (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,pub.1187149952,Dimensions,
1025438,Preprint,22/11/2024,,"<p>Marsh et al. (2024) recently reported associations between academic achievement and self-concept (i.e., self-perceived academic competence). Marsh et al. claimed that their analyses supported a reciprocal effects model, according to which academic achievement and self-concept reinforce one another. Marsh et al. (2024) further recommended to test alternative models and juxtapose their results and interpretations. Here, we followed this recommendation and tested different models using data simulated to resemble the data they used. However, contrary to Marsh et al. (2024), in the present analyses we found contradictory positive, negative, and null effects between within-individual math self-concept and subsequent change in within-individual math achievement and vice versa. This suggests that the findings by Marsh et al. (2024) may have been spurious and that the reciprocal effects model can be challenged.</p>",,,,,,,"Sorjonen K, Melin B, Nilsonne G",,,,,10.31234/osf.io/3cjtr_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center for Open Science,,,crossref-article-id:10.1007/s10648-025-10008-4,2024-11-22,Published,,,,https://doi.org/10.31234/osf.io/3cjtr_v1,2025-11-13,,,,,,,Inconclusive evidence for a prospective effect of academic self-concept on achievement: A simulated reanalysis and comment on Marsh et al. (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,10.31234/osf.io/3cjtr_v1,Crossref,
892487,Preprint,01/11/2024,,"<p>Analysis of longitudinal data often relies on models which can be prone to statistical artifacts. We have previously shown that several published prospective associations can be explained by a combination of a general association between constructs, imperfect measurement reliability, and regression to the mean. Here, we formalize our analysis of this type of statistical artifact and introduce the Spurious Prospective Associations Model (SPAM). We show that the SPAM performs better than adjusted cross-lagged effects models to explain several observed prospective associations, including a new example involving loneliness and social anxiety, without assuming any true increasing or decreasing effects between constructs over time. Moreover, unlike the models we challenge, the SPAM is consistent with seemingly paradoxical findings indicating simultaneous increasing and decreasing effects between constructs. We conclude that the SPAM agrees well with observed data and is better supported than competing adjusted cross-lagged effects models in the cases investigated here.</p>",,,1,,,,"Sorjonen K, Melin B, Nilsonne G",,,,,10.31234/osf.io/aj6mn,,,,,,1.18,,,,,,,,,,,,,"49 Mathematical Sciences, 4905 Statistics, 52 Psychology",,,,,,,,,,2024-11-01,Green OA,,,,PsyArXiv,,,doi:10.1371/journal.pone.0331609,,,,Center for Open Science,,,2024-11-03,,,,,,,The Spurious Prospective Associations Model (SPAM): Explaining longitudinal associations due to statistical artifacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,pub.1181980127,Dimensions,
892487,Preprint,01/11/2024,,"<p>Analysis of longitudinal data often relies on models which can be prone to statistical artifacts. We have previously shown that several published prospective associations can be explained by a combination of a general association between constructs, imperfect measurement reliability, and regression to the mean. Here, we formalize our analysis of this type of statistical artifact and introduce the Spurious Prospective Associations Model (SPAM). We show that the SPAM performs better than adjusted cross-lagged effects models to explain several observed prospective associations, including a new example involving loneliness and social anxiety, without assuming any true increasing or decreasing effects between constructs over time. Moreover, unlike the models we challenge, the SPAM is consistent with seemingly paradoxical findings indicating simultaneous increasing and decreasing effects between constructs. We conclude that the SPAM agrees well with observed data and is better supported than competing adjusted cross-lagged effects models in the cases investigated here.</p>",,,,,,,"Sorjonen K, Melin B, Nilsonne G",,,,,10.31234/osf.io/aj6mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center for Open Science,,,crossref-article-id:10.1371/journal.pone.0331609,2024-11-01,Published,,,,https://doi.org/10.31234/osf.io/aj6mn,2025-09-03,,,,,,,The Spurious Prospective Associations Model (SPAM): Explaining longitudinal associations due to statistical artifacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,10.31234/osf.io/aj6mn,Crossref,
887852,Preprint,27/10/2024,,"Increased waste clearance in the brain is thought to occur most readily during late-stage sleep (stage N3). Sleep deprivation disrupts time spent in deeper sleep stages, fragmenting the clearance process. Here, we have utilized the publicly available Stockholm Sleepy Brain Study to investigate whether various sleep-related measures are associated with changes in perivascular space (PVS) volume fraction following a late-night short-sleep experiment. Our sample consisted of 60 participants divided into old (65-75 years) and young (20-30 years) age groups. We found that partial sleep deprivation was not significantly associated with major PVS changes. In the centrum semiovale, we observed an interaction between percentage of total sleep time spent in N3 and sleep deprivation status on PVS volume fraction. In the basal ganglia, we saw an interaction between N2 (both percentage of total sleep time and absolute time in minutes) and sleep deprivation status. However, the significance of these findings did not survive multiple comparisons corrections. This work highlights the need for future longitudinal studies of PVS and sleep, allowing for quantification of within-subject morphological changes occurring in PVS due to patterns of poor sleep. Our findings here provide insight on the impacts that a single night of late-night short-sleep has on the perivascular waste clearance system.",,,,,,,"Custer RM, Lynch KM, Barisano G, Herting MM, Åkerstedt T, Nilsonne G, Ahmadi H, Choupan J",https://www.ncbi.nlm.nih.gov/pubmed/39484474,,,,10.1101/2024.10.26.620382,,,2692-8205,,pmc:PMC11527350,,,,"NIA NIH HHS, NIA NIH HHS, NIA NIH HHS, NIMH NIH HHS",,,,,,,,,bioRxiv,"Biomarkers, Neuroimaging, Sleep Deprivation, Sleep and the Brain",eng,United States,,,,,,,,,,,,,,2024.10.26.620382,,,2024-10-27,Published online,,,,,,,,,,,,Effects of one-night partial sleep deprivation on perivascular space volume fraction: Findings from the Stockholm Sleepy Brain Study.,"Journal Article, Preprint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,39484474,PubMed,
